,id,price,bedrooms,bathrooms,sqft_living,sqft_total,floors,waterfront,view,condition,grade,built,renovated,living_area
72,8820901275,571000,4,2,2750,7807,1.5,0,0,5,7,1916,0,1510
73,5416510140,360000,4,2.5,2380,5000,2,0,0,3,8,2005,0,2420
74,3444100400,349000,3,1.75,1790,50529,1,0,0,5,7,1965,0,1940
75,3276920270,832500,4,4,3430,35102,2,0,0,4,10,1986,0,3240
76,4036801170,380000,4,1.75,1760,7300,1,0,0,3,7,1956,0,1680
77,2391600320,480000,3,1,1040,5060,1,0,0,3,7,1941,0,890
78,6300000287,410000,3,1,1410,5060,1,0,0,4,7,1956,0,1130
79,1531000030,720000,4,2.5,3450,39683,2,0,0,3,10,2002,0,3350
80,5104520400,390000,3,2.5,2350,5100,2,0,0,3,8,2003,0,2350
81,7437100340,360000,4,2.5,1900,5889,2,0,0,3,7,1992,0,1870
82,9418400240,355000,2,1,2020,6720,1,0,0,3,7,1948,0,1720
83,1523059105,356000,3,1.5,1680,8712,1,0,0,3,8,1964,0,1850
84,1133000671,315000,3,1,960,6634,1,0,0,3,6,1952,0,1570
85,4232902595,940000,3,1.5,2140,3600,2,0,0,3,9,1925,0,2020
86,2599001200,305000,5,2.25,2660,8400,1.5,0,0,5,7,1961,0,1590
87,3342103156,461000,3,3.25,2770,6278,2,0,0,3,9,2006,0,1900
88,1332700270,215000,2,2.25,1610,2040,2,0,0,4,7,1979,0,1950
89,3869900162,335000,2,1.75,1030,1066,2,0,0,3,7,2006,0,1030
90,2791500270,243500,4,2.5,1980,7403,2,0,0,3,7,1988,0,1980
91,5036300431,1099880,5,2.75,3520,6353,2,0,0,4,10,2001,0,2520
92,4168000060,153000,3,1,1200,10500,1,0,0,3,7,1962,0,1350
93,6021501535,430000,3,1.5,1580,5000,1,0,0,3,8,1939,0,1570
94,6021501535,700000,3,1.5,1580,5000,1,0,0,3,8,1939,0,1570
95,1483300570,905000,4,2.5,3300,10250,1,0,0,3,7,1946,1991,1950
96,3422049190,247500,3,1.75,1960,15681,1,0,0,3,7,1967,0,1750
97,1099611230,199000,4,1.5,1160,6400,1,0,0,4,7,1975,0,1160
98,722079104,314000,3,1.75,1810,41800,1,0,0,5,7,1980,0,1650
99,7338200240,437500,3,2.5,2320,36847,2,0,2,3,9,1992,0,2550
100,1952200240,850830,3,2.5,2070,13241,1.5,0,0,5,9,1910,0,2200
101,5200100125,555000,3,2,1980,3478,1.5,0,0,4,7,1929,0,1610
102,7214720075,699950,3,2.25,2190,107593,2,0,0,4,8,1983,0,2570
103,2450000295,1088000,3,2.5,2920,8113,2,0,0,3,8,1950,2010,2370
104,6197800045,290000,3,1,1210,33919,1,0,0,3,7,1954,0,1640
105,1328310370,375000,3,2.5,2340,10005,1,0,0,4,8,1978,0,2250
106,546000875,460000,3,1,1670,4005,1.5,0,0,4,7,1939,0,1240
107,3530510041,188500,2,1.75,1240,2493,1,0,0,4,8,1985,0,1270
108,1853000400,680000,4,2.5,3140,28037,2,0,0,4,10,1991,0,2990
109,3134100116,470000,5,1.75,2030,12342,2,0,0,4,7,1942,0,2500
110,9545230140,597750,4,2.5,2310,9624,2,0,0,3,8,1984,0,1940
111,3362400511,570000,3,1.75,1260,3328,1,0,0,5,6,1905,0,1380
112,2525310310,272500,3,1.75,1540,12600,1,0,0,4,7,1980,0,1540
113,6126500060,329950,3,1.75,2080,5969,1,0,2,3,7,1971,0,2090
114,8961960160,480000,4,2.5,3230,16171,2,0,3,3,9,2001,0,2640
115,3626039325,740500,3,3.5,4380,6350,2,0,0,3,8,1900,1999,1830
116,3362400431,518500,3,3.5,1590,1102,3,0,0,3,8,2010,0,1620
117,4060000240,205425,2,1,880,6780,1,0,0,4,6,1945,0,1190
118,3454800060,171800,4,2,1570,9600,1,0,0,3,6,1950,0,1880
119,1695900060,535000,4,1,1610,2982,1.5,0,0,4,7,1925,0,1610
120,7278700070,660000,3,2.5,2400,6474,1,0,2,3,8,1964,0,2340
121,6675500070,391500,3,2,1450,9132,1,0,0,3,7,1987,0,1580
122,3626039187,395000,2,1,770,6000,1,0,0,3,6,1953,0,1710
123,3524049083,445000,4,1.75,2100,4400,1.5,0,0,5,7,1924,0,1850
124,3275860240,770000,3,2.25,2910,10204,2,0,0,3,9,1990,0,2700
125,4389200955,1450000,4,2.75,2750,17789,1.5,0,0,3,8,1914,1992,3060
126,4058801670,445000,3,2.25,2100,8201,1,0,2,3,8,1967,0,2660
127,8732020310,260000,4,2.25,2160,8811,1,0,0,3,8,1978,0,2090
128,2331300505,822500,5,3.5,2320,4960,2,0,0,5,7,1926,0,1700
129,7853210060,430000,4,2.5,2070,4310,2,0,0,3,7,2004,0,1970
130,3668000070,212000,3,1.75,1060,7875,1,0,0,4,7,1986,0,1420
131,9545240070,660500,4,2.25,2010,9603,1,0,0,3,8,1986,0,2060
132,1243100136,784000,3,3.5,3950,111078,1.5,0,0,3,9,1989,0,2480
133,8929000270,453246,3,2.5,2010,2287,2,0,0,3,8,2014,0,1690
134,2767602356,675000,4,3.5,2140,2278,3,0,0,3,9,2005,0,1540
135,921049315,199000,3,1.75,1320,17390,1,0,0,4,7,1956,0,1550
136,3655000070,220000,4,1.75,2020,7840,1,0,0,3,7,1968,0,1750
137,4027700812,452000,4,2.25,2590,10002,1,0,0,4,8,1968,0,1550
138,3992700335,382500,2,1,1190,4440,1,0,0,3,6,1981,0,1060
139,2767603505,519950,3,2.25,1170,1249,3,0,0,3,8,2014,0,1350
140,4232901525,665000,2,1,1110,3200,1,0,0,3,7,1925,0,1170
141,1777500060,527700,5,2.5,2820,9375,1,0,0,4,8,1968,0,2820
142,1432900240,205000,3,1,1610,8579,1,0,0,4,7,1962,0,1610
143,6140100875,420000,3,1,1060,8097,1,0,0,4,7,1923,0,1560
144,6071600370,500000,4,2.25,2030,8517,1,0,0,4,8,1961,0,2230
145,1526069017,921500,4,2.5,3670,315374,2,0,0,4,9,1994,0,2840
146,809001525,890000,4,1,2550,4000,2,0,0,3,8,1905,0,2200
147,3224079105,430000,2,2.5,2420,60984,2,0,0,3,7,2007,0,1940
148,8075400570,258000,5,2,2260,12500,1,0,0,4,8,1960,0,1360
149,1994200024,511000,3,1,1430,3455,1,0,0,3,7,1947,0,1450
150,3362900810,532170,3,2,1360,3090,2,0,0,3,8,1990,0,1500
151,1324300398,560000,3,1,1110,5000,1.5,0,0,3,7,1947,0,1420
152,537000445,282950,3,1,1250,8200,1,0,0,4,7,1954,0,1680
153,7855801670,2250000,4,3.25,5180,19850,2,0,3,3,12,2006,0,3160
154,7920100045,350000,1,1,700,5100,1,0,0,3,7,1942,0,1010
155,8960000030,215000,3,1,1180,7669,1,0,0,4,7,1967,0,1190
156,6388930390,650000,5,3.5,3960,25245,2,0,0,3,9,1996,0,2640
157,8731900200,320000,4,2.75,2640,7500,1,0,0,3,8,1967,0,1980
158,8029200135,247000,3,2,1270,7198,1.5,0,0,3,7,1916,2013,1160
159,1081200350,320000,4,1.75,1760,11180,1,0,0,4,8,1968,0,1730
160,84000105,255000,5,2.25,2060,8632,1,0,0,3,7,1962,0,1010
161,3756500060,438000,3,1.75,1780,9660,1,0,0,3,7,1962,0,1200
162,7215720160,900000,3,2.5,3400,16603,2,0,0,3,10,2000,0,3400
163,3574800520,441000,3,2.75,1910,7280,1,0,0,3,7,1979,0,1710
164,2617300160,420000,3,2,2020,38332,1,0,0,4,7,1975,0,2110
165,2558660270,370000,3,1.75,1580,7000,1,0,0,3,7,1976,0,1640
166,2009000370,269950,2,1.75,1340,7250,1,0,0,5,5,1949,0,1830
167,1836980160,807100,4,2.5,2680,4499,2,0,0,3,9,1999,0,2920
168,3261020370,653000,3,2.5,2680,9750,1,0,0,4,8,1979,0,2480
169,1755700060,371500,3,2,1370,8336,1,0,0,5,7,1964,0,1770
170,4330600435,284000,3,1.75,1560,21000,1,0,0,3,7,1954,0,1070
171,9542800700,272000,3,1.75,2160,7140,1,0,0,4,7,1978,0,1930
172,1999700045,313000,3,1.5,1340,7912,1.5,0,0,3,7,1955,0,1480
173,1762600070,917500,4,2.5,3880,35003,2,0,0,3,10,1984,0,3740
174,1687900520,673000,4,2.25,2590,8190,2,0,0,4,8,1980,0,2260
175,7234600798,425000,3,2.5,1120,1100,2,0,0,3,8,2008,0,1590
176,3881900445,399950,5,2.75,1970,5400,1,0,0,3,7,1986,0,1280
177,2254502445,385000,3,1,1220,4800,1,0,0,3,6,1901,0,1200
178,5437810320,269950,3,1.5,1950,7560,1,0,2,4,7,1975,0,1950
179,9158100075,330000,2,1,1350,8220,1,0,0,3,7,1949,0,1540
180,3830630310,260000,3,2.5,1670,5797,2,0,0,3,7,1988,0,1670
181,8123100045,470000,4,3,2380,5125,1.5,0,0,4,7,1925,0,1410
182,3127200041,589000,4,3,2440,9600,2,0,0,5,7,1961,0,2290
183,6661200320,163500,2,1.5,1050,3419,2,0,0,3,7,1996,0,1050
184,11510310,835000,4,2.75,3130,13412,2,0,0,3,9,1993,0,2260
185,825059270,1095000,5,3,4090,12850,1,0,2,4,10,1986,0,2540
186,8731951370,269000,4,1.75,1490,10000,1,0,0,4,8,1969,0,2190
187,1954440060,560000,3,2.5,1900,8744,2,0,0,3,8,1987,0,2030
188,2264500350,615000,4,1,1330,2400,1.5,0,0,4,6,1901,0,1330
189,1115810060,585188,3,2.25,2230,10026,1,0,0,3,8,1975,0,2230
190,9477200200,305000,3,1.75,1650,9480,1,0,0,3,7,1977,0,1540
191,1432600560,166950,3,1,1190,8820,1,0,0,3,6,1959,0,1230
192,2287000060,799000,3,2.5,2140,9897,1,0,0,4,8,1959,0,2680
193,3663500060,400000,3,2.5,2180,7508,1,0,0,4,7,1962,0,1900
194,3996900125,230000,3,1,1060,10228,1,0,0,3,7,1948,0,1570
195,7796450200,256883,3,2.5,1690,5025,2,0,0,3,8,2003,0,2550
196,7549802535,423000,4,2,1970,6480,1.5,0,0,5,7,1920,0,1500
197,3278600320,465000,3,2.5,2150,4084,2,0,0,3,8,2007,0,1750
198,2824079053,440000,3,2.5,1910,66211,2,0,0,3,7,1997,0,2330
199,1222069094,385000,3,1.75,1350,155073,1,0,0,4,7,1969,0,1560
200,3542300060,210000,3,1,860,11725,1,0,0,4,6,1943,0,1300
201,2222059065,297000,3,2.5,1940,14952,2,0,0,3,8,1994,0,2030
202,7551300060,470000,3,1,1010,5000,1,0,0,3,7,1952,0,1680
203,100600550,226500,3,1.5,1300,7370,1,0,0,4,7,1976,0,1430
204,3211100860,274250,3,1,910,8450,1,0,0,4,6,1962,0,1400
205,3456000310,840000,4,1.75,2480,11010,1,0,0,4,9,1966,0,2770
206,9526600140,677900,3,2.5,2440,4587,2,0,0,3,8,2010,0,2750
207,7465900060,425000,3,1,1010,5864,1,0,0,3,7,1915,0,1290
208,1222000055,180250,2,0.75,900,9600,1,0,0,3,6,1941,0,1250
209,6300000550,464000,6,3,2300,3404,2,0,0,3,7,1920,1994,1560
210,2310030510,320000,4,2.25,1550,7579,2,0,0,3,8,1993,0,1630
211,1025049114,625504,3,2.25,1270,1566,2,0,0,3,8,2014,0,1160
212,8677300550,592500,4,2.5,2240,12032,1,0,0,3,9,1983,0,2520
213,4014400292,465000,3,2.5,2714,17936,2,0,0,3,9,2005,0,2590
214,1102000196,477000,4,2.75,1720,6270,2,0,0,3,8,1978,0,2130
215,257000138,280000,2,1,850,16400,1,0,0,3,6,1923,0,1100
216,46100204,1505000,5,3,3300,33474,1,0,3,3,9,1957,1991,3836
217,1909600046,445838,3,2.5,2250,5692,2,0,0,3,8,2000,0,1320
218,1250202145,1072000,2,2.25,3900,14864,1,0,3,3,8,1947,0,2580
219,7611200125,467000,2,1.5,1320,10800,1,0,0,4,8,1947,0,2120
220,5611500140,686000,4,2.5,2760,6440,2,0,0,3,10,1999,0,3070
221,7138000260,279950,3,2,1750,9750,1,0,0,3,7,1961,0,1900
222,626059335,527000,4,2.25,2330,19436,2,0,0,3,8,1987,0,1910
223,1922059282,325000,3,2.25,2220,16020,1,0,0,4,8,1966,0,2080
224,705700390,328000,3,2.25,2020,8379,2,0,0,3,7,1994,0,2020
225,7454001200,390000,3,2.25,1250,7500,1,0,0,5,7,1942,0,1280
226,8682281200,479950,2,2,1510,6516,1,0,0,3,8,2005,0,1640
227,7972000200,264950,4,2.25,1720,9753,1,0,0,4,7,1978,0,1510
228,722059070,235000,3,1,1430,15246,1,0,0,4,7,1961,0,1960
229,7202340400,516500,3,2.5,1480,4729,2,0,0,3,7,2004,0,2250
230,8096000060,655000,2,1.75,1450,15798,2,1,4,3,7,1915,1978,2030
231,2424000060,500000,4,2.75,2280,15347,1,0,0,5,7,1960,0,2280
232,9264902050,315000,6,2.75,2940,7350,1,0,0,3,8,1978,0,2120
233,943100260,213000,2,1,1000,10200,1,0,0,3,6,1961,0,1150
234,3677400445,475000,3,1.5,2480,5280,1.5,0,0,5,7,1947,0,2090
235,1762600320,1025000,5,4,3760,28040,2,0,0,3,10,1983,0,3430
236,4058000060,416000,3,2,2220,94300,1,0,0,5,7,1976,0,2070
237,7228500560,410000,4,1,1970,4740,1.5,0,0,3,7,1904,2005,1510
238,326069104,800000,3,3.5,3830,221284,2,0,0,3,10,1993,0,2920
239,5152100060,472000,6,2.5,4410,14034,1,0,2,4,9,1965,0,2600
240,3584000310,225000,3,1.75,1430,8505,1,0,0,4,7,1968,0,1190
241,8150100045,210000,2,1,830,6000,1,0,0,3,6,1940,0,830
242,1868901275,455000,2,1,1430,5000,1.5,0,0,2,7,1925,0,1450
243,6131600075,225000,3,1,1300,8316,1,0,0,4,6,1954,0,1260
244,9468200125,480000,2,1,1030,3060,1,0,2,4,7,1918,0,1390
245,8029510030,363000,3,2.5,2740,11872,2,0,0,3,9,1990,0,2570
246,2025069065,2400000,4,2.5,3650,8354,1,1,4,3,9,2000,0,3120
247,7899800890,181000,2,1.5,720,5120,1,0,0,3,6,1954,0,1150
248,3021059276,250000,4,2,2010,7312,1,0,0,4,7,1976,0,2010
249,3797001895,481000,3,1.75,1560,3000,1,0,0,4,6,1918,0,1390
250,3832710960,260000,3,2,1810,7209,1,0,0,4,7,1978,0,1750
251,1310430400,455000,4,2.5,3360,7685,2,0,0,3,9,2001,0,3060
252,1422300030,415000,3,2.25,1510,36224,2,0,0,3,8,1991,0,1730
253,1105000588,349500,3,1,1400,3538,1,0,0,3,7,1953,0,1620
254,3830630060,245000,3,2.5,1730,7442,2,0,0,3,7,1987,0,1630
255,5101404898,592500,2,2,1420,9191,1.5,0,2,5,7,1928,0,1420
256,7972601890,385000,4,1.75,2360,7620,1,0,0,4,7,1955,0,1910
257,5127001620,315000,3,1.75,1580,11455,1,0,0,4,7,1974,0,1550
258,9407100800,255000,3,1,1230,10170,1,0,0,3,7,1979,0,1380
259,1873100060,693000,4,2.5,2460,4425,2,0,0,3,8,2006,0,2990
260,8722101360,780000,3,1,1660,4400,1.5,0,0,3,8,1911,0,1660
261,8644000060,237000,3,1.75,1270,8470,1,0,0,4,7,1960,0,1600
262,3325069129,525000,3,2.25,2100,40510,2,0,0,3,10,1979,0,2380
263,1400300055,425000,2,1,770,5040,1,0,0,3,5,1930,0,1330
264,2123039032,369900,1,0.75,760,10079,1,1,4,5,5,1936,0,1230
265,8078560140,290000,4,2.5,1700,7280,2,0,0,4,7,1988,0,1950
266,3438500192,285000,3,1,1120,10701,1,0,0,3,7,1954,0,1130
267,7974200510,415000,2,1,1070,4500,1,0,0,3,7,1937,0,1320
268,2557000400,272500,3,2.5,2070,9900,1,0,0,3,8,1979,0,2070
269,7960900060,2900000,4,3.25,5050,20100,1.5,0,2,3,11,1982,2008,3890
270,4054500390,1365000,4,4.75,5310,57346,2,0,0,4,11,1989,0,4180
271,6378500125,436000,2,1,1040,7538,1,0,0,4,7,1939,0,1440
272,1745100140,210000,3,1,1700,11390,1,0,0,4,7,1967,0,1350
273,2976800796,236000,3,1,1300,5898,1,0,0,3,7,1961,0,1320
274,4235400186,331000,3,1.75,1080,1306,1,0,0,3,7,1954,2003,1440
275,4215100060,365000,3,2.5,2653,4510,2,0,0,3,8,2006,0,2653
276,9189700045,450000,3,2,2290,16258,1,0,0,5,8,1960,0,1660
277,1126049053,770000,4,2.75,3820,26300,2,0,0,3,9,2014,0,1860
278,2022069200,455000,4,2.5,2210,49375,1,0,0,3,8,1997,0,2670
279,9412900055,405000,3,1.75,2390,6000,1,0,0,3,6,1908,0,2020
280,1722059235,304900,4,1.75,2600,11325,1,0,0,4,7,1969,0,1720
281,6874200960,170000,2,1,860,5265,1,0,0,3,6,1931,0,1650
282,7424700045,2050000,5,3,3830,8480,2,0,1,5,9,1905,1994,3050
283,7202360350,780000,4,2.5,3500,7048,2,0,0,3,9,2005,0,3920
284,5634500392,330000,3,3,2420,13959,1,0,0,4,8,1988,0,2570
285,1509500060,370000,4,2.5,2720,8666,2,0,0,3,9,1992,0,2410
286,7214810350,467000,5,2.25,2500,13500,1,0,0,3,7,1979,0,2300
287,6647200060,405000,3,1.75,1670,6720,1,0,0,3,7,1980,0,1670
288,9552700140,675000,5,2.25,2900,10300,1,0,0,3,8,1985,0,2310
289,2200500350,500000,2,1,1640,14100,1,0,0,4,7,1954,0,1520
290,6113400046,389999,4,2.5,1890,15770,2,0,0,4,7,1968,0,2410
291,6619910140,630000,4,1.75,2950,9025,1,0,2,4,8,1975,0,2120
292,1115450240,360000,4,2.5,2160,9528,2,0,0,3,9,1992,0,2280
293,6073240060,580000,4,3,3280,11060,2,0,0,3,8,1986,0,2320
294,9297300045,550000,3,2,1970,4166,2,0,3,5,8,1929,0,2390
295,9510920070,879000,4,2.5,3360,22111,2,0,0,3,10,1994,0,3150
296,5468730030,265000,3,2,1320,8959,1,0,0,3,7,1993,0,1740
297,8079030390,446500,3,2.5,2650,7286,2,0,0,3,8,1990,0,2400
298,600000152,404000,3,1.5,2030,8880,1,0,0,3,7,1963,0,2140
299,1840000030,267500,3,1.75,1590,11914,1,0,2,3,7,1957,0,1630
300,3225069065,3075000,4,5,4550,18641,1,1,4,3,10,2002,0,4550
301,3260800030,335000,3,2.5,2440,7632,2,0,0,3,8,1998,0,2510
302,2747100024,576000,3,2.5,1940,9000,1,0,0,4,7,1948,0,2190
303,5104530560,208633,3,2.5,2040,3810,2,0,0,3,8,2006,0,2370
304,4330600350,315000,3,2.25,2200,8750,1,0,0,4,7,1964,0,1460
305,5016001535,725000,3,1.75,1920,3300,1,0,0,4,8,1913,0,1740
306,7280300196,550000,4,2.75,1800,7750,1,0,0,4,8,1965,0,1800
307,8651520400,610750,4,2.25,2180,7297,2,0,0,3,8,1984,0,2250
308,7171200445,550700,2,1,1010,5000,1.5,0,0,4,6,1908,0,1460
309,3204800200,665000,4,2.75,3320,10574,2,0,0,5,8,1960,0,2720
310,3416600800,834000,4,2.5,2370,4000,1.5,0,2,5,8,1928,0,2440
311,7994700030,201000,5,1.75,1660,78408,1.5,0,0,3,6,1915,0,1660
312,1860600135,2384000,5,2.5,3650,9050,2,0,4,5,10,1921,0,2880
313,4139480200,1384000,4,3.25,4290,12103,1,0,3,3,11,1997,0,3860
314,4139480200,1400000,4,3.25,4290,12103,1,0,3,3,11,1997,0,3860
315,1328320800,305000,4,2.25,1950,7700,1,0,0,3,8,1979,0,2150
316,7771300125,487000,3,2,2590,14052,1,0,0,5,8,1948,0,1570
317,3422059208,390000,3,2.5,1930,64904,1,0,0,4,8,1988,0,2350
318,9521101455,548000,2,1,1470,3864,1,0,0,4,7,1916,0,1570
319,4337000335,268750,4,1,800,8775,1,0,0,3,6,1943,0,1310
320,325059286,819900,5,2.75,3150,7119,2,0,0,3,9,2013,0,1560
321,2597650240,520000,3,2.25,2030,16200,2,0,0,3,8,1984,0,2660
322,3353400435,230000,3,2,1450,11204,1,0,0,3,7,2003,0,1520
323,7972000240,240000,3,1.75,1510,10248,1,0,0,3,7,1969,0,1510
324,7520000520,232000,2,1,1240,12092,1,0,0,3,6,1922,1984,1820
325,7520000520,240500,2,1,1240,12092,1,0,0,3,6,1922,1984,1820
326,3530210260,274975,3,2.5,3030,45004,2,0,0,3,9,1987,0,3080
327,1959700550,740000,4,2,2050,4400,1.5,0,0,4,9,1922,0,2320
328,1665400045,186375,3,1,1000,7636,1,0,0,2,7,1952,0,1150
329,9542850320,790000,3,2.25,2370,10289,1,0,0,4,9,1977,0,2500
330,3179100060,880000,4,3.5,2800,6750,2,0,0,3,9,1951,2002,2370
331,2946001550,279000,6,1.75,2240,11180,2,0,0,4,7,1955,0,1590
332,8078490390,295000,3,2,1810,10530,1,0,2,3,8,1991,0,1910
333,9550201550,640000,2,1,1070,5000,1,0,0,3,7,1924,0,1710
334,191100045,940000,4,2,2490,9525,2,0,0,5,9,1968,0,2770
335,5009600070,260000,4,2.5,1960,5238,2,0,0,3,7,2003,0,1800
336,200350070,559900,3,2.75,2930,5569,1,0,0,3,9,2004,0,2580
337,2877103726,791500,4,2,1510,3500,1.5,0,0,5,7,1911,0,1820
338,405100295,265000,3,1.75,1420,8250,1,0,0,3,7,1954,0,1740
339,4268200055,245000,3,1.75,1740,11547,1,0,0,3,7,1954,0,880
340,3126069068,485000,4,1.75,2560,43995,2,0,0,4,7,1962,0,2560
341,1115300070,684000,4,3.5,3040,8414,2,0,0,3,9,2010,0,3470
342,6414100671,425000,3,1.75,2500,6840,1,0,0,3,8,1957,0,1580
343,7004200060,309600,4,1.75,1275,20000,1,0,0,4,6,1991,0,1660
344,7852110140,552250,4,2.5,2580,5823,2,0,0,3,8,2002,0,2380
345,3969300030,165000,4,1,1000,7134,1,0,0,3,6,1943,0,1020
346,3969300030,239900,4,1,1000,7134,1,0,0,3,6,1943,0,1020
347,4048400070,320000,2,1,1070,32633,1,0,0,4,6,1930,0,1360
348,808000070,206600,3,2,1390,13464,1,0,0,4,7,1987,0,1720
349,7374200030,387000,4,1.75,2500,7690,1,0,0,3,7,1973,0,2040
350,7325600160,299000,1,0.75,560,12120,1,0,0,3,4,1967,0,1300
